name,location,trade,grade_type,attribution,url
泽州县人民医院,山西省,公立医院,二甲,综合医院,
中国辐射防护研究院附属医院,山西省,公立医院,二甲,综合医院,
中国人民解放军第517医院,山西省,公立医院,二甲,综合医院,
中国人民解放军第二八二医院,山西省,公立医院,二甲,综合医院,
中国人民解放军二八九医院,山西省,公立医院,二甲,综合医院,
中化二建集团医院,山西省,公立医院,二甲,综合医院,
中铁三局集团中心医院,山西省,公立医院,二甲,综合医院,
中铁十二局集团有限公司中心医院,山西省,公立医院,二甲,综合医院,
中铁十七局集团中心医院,山西省,公立医院,二甲,综合医院,
中阳县人民医院,山西省,公立医院,二甲,综合医院,
左云县人民医院,山西省,公立医院,二甲,综合医院,
大同市第二轻工业局职工医院,山西省,公立医院,二甲,专科医院,
大同市第二人民医院,山西省,公立医院,二甲,专科医院,
大同市第四人民医院,山西省,公立医院,二甲,专科医院,
大同市中医院,山西省,公立医院,二甲,专科医院,
汾阳市中医院,山西省,公立医院,二甲,专科医院,
高平市中医院,山西省,公立医院,二甲,专科医院,
恒伦口腔,山西省,公立医院,二甲,专科医院,
洪洞县中中医院,山西省,公立医院,二甲,专科医院,
介休市中医院,山西省,公立医院,二甲,专科医院,
晋城市城区中医院,山西省,公立医院,二甲,专科医院,
晋中市榆次区中医院,山西省,公立医院,二甲,专科医院,
稷山县妇幼保健院,山西省,公立医院,二甲,专科医院,
稷山县中医院,山西省,公立医院,二甲,专科医院,
黎城县中医院,山西省,公立医院,二甲,专科医院,
临汾市第三人民医院,山西省,公立医院,二甲,专科医院,
临汾市尧都区中医骨伤科医院,山西省,公立医院,二甲,专科医院,
临汾市肿瘤医院,山西省,公立医院,二甲,专科医院,
灵丘县中医院,山西省,公立医院,二甲,专科医院,
平定县中医医院,山西省,公立医院,二甲,专科医院,
山西省肛肠医院,山西省,公立医院,二甲,专科医院,
山西省运城同德医院,山西省,公立医院,二甲,专科医院,
山西省中西医结合妇科医院,山西省,公立医院,二甲,专科医院,
寿阳县中医院,山西省,公立医院,二甲,专科医院,
朔州市中医院,山西省,公立医院,二甲,专科医院,
太谷县中医院,山西省,公立医院,二甲,专科医院,
天脊医院,山西省,公立医院,二甲,专科医院,
襄汾县中医医院,山西省,公立医院,二甲,专科医院,
孝义市中医院,山西省,公立医院,二甲,专科医院,
新绛县中医院,山西省,公立医院,二甲,专科医院,
忻州市第二人民医院,山西省,公立医院,二甲,专科医院,
昔阳县中医院,山西省,公立医院,二甲,专科医院,
阳城县妇幼保健院,山西省,公立医院,二甲,专科医院,
阳城县肿瘤医院,山西省,公立医院,二甲,专科医院,
阳城县中医院,山西省,公立医院,二甲,专科医院,
阳泉市妇幼保健医院,山西省,公立医院,二甲,专科医院,
阳泉市口腔医院,山西省,公立医院,二甲,专科医院,
阳泉市盂县中医医院,山西省,公立医院,二甲,专科医院,
阳泉市中医医院,山西省,公立医院,二甲,专科医院,
垣曲县妇幼保健计划生育服务中心,山西省,公立医院,二甲,专科医院,
泽州县妇幼保健院,山西省,公立医院,二甲,专科医院,
保德县人民医院,山西省,公立医院,二乙,综合医院,
长治市沁县人民医院,山西省,公立医院,二乙,综合医院,
大同市城区人民医院,山西省,公立医院,二乙,综合医院,
大同市南郊区人民医院,山西省,公立医院,二乙,综合医院,
大同市商业职工医院,山西省,公立医院,二乙,综合医院,
繁峙县第二人民医院,山西省,公立医院,二乙,综合医院,
繁峙县第一人民医院,山西省,公立医院,二乙,综合医院,
汾西县人民医院,山西省,公立医院,二乙,综合医院,
浮山县人民医院,山西省,公立医院,二乙,综合医院,
国营山西柴油机厂职工医院,山西省,公立医院,二乙,综合医院,
怀仁市医疗集团人民医院,山西省,公立医院,二乙,综合医院,
浑源县人民医院,山西省,公立医院,二乙,综合医院,
霍州市矿务局中心医院,山西省,公立医院,二乙,综合医院,
经纬纺织机械厂职工医院,山西省,公立医院,二乙,综合医院,
临汾临钢医院,山西省,公立医院,二乙,综合医院,
临汾市吉县人民医院,山西省,公立医院,二乙,综合医院,
临汾市隰县人民医院,山西省,公立医院,二乙,综合医院,
陵川县人民医院,山西省,公立医院,二乙,综合医院,
灵丘县人民医院,山西省,公立医院,二乙,综合医院,
吕梁市离石区人民医院,山西省,公立医院,二乙,综合医院,
偏关县人民医院,山西省,公立医院,二乙,综合医院,
平顺县人民医院,山西省,公立医院,二乙,综合医院,
普天通信电缆有限公司职工医院,山西省,公立医院,二乙,综合医院,
山西晋柴机械制造有限公司职工医院,山西省,公立医院,二乙,综合医院,
山西省第一建筑工程公司职工医院,山西省,公立医院,二乙,综合医院,
神池县人民医院,山西省,公立医院,二乙,综合医院,
朔州神头电建二公司医院,山西省,公立医院,二乙,综合医院,
太原市北城区中心医院,山西省,公立医院,二乙,综合医院,
太原市小店区人民医院,山西省,公立医院,二乙,综合医院,
太原市迎泽区中心医院,山西省,公立医院,二乙,综合医院,
屯留县人民医院,山西省,公立医院,二乙,综合医院,
王坪煤矿医院,山西省,公立医院,二乙,综合医院,
武乡县人民医院,山西省,公立医院,二乙,综合医院,
五寨县第一人民医院,山西省,公立医院,二乙,综合医院,
新绛县人民医院,山西省,公立医院,二乙,综合医院,
忻州市代县人民医院,山西省,公立医院,二乙,综合医院,
忻州云河医院,山西省,公立医院,二乙,综合医院,
阳高县人民医院,山西省,公立医院,二乙,综合医院,
阳煤集团二矿医院,山西省,公立医院,二乙,综合医院,
阳泉固庄煤矿医院,山西省,公立医院,二乙,综合医院,
阳泉煤业集团有限责任公司第三医院,山西省,公立医院,二乙,综合医院,
阳泉市第四人民医院,山西省,公立医院,二乙,综合医院,
阳曲县人民医院,山西省,公立医院,二乙,综合医院,
郑州铁路分局长治北铁路医院,山西省,公立医院,二乙,综合医院,
左权县人民医院,山西省,公立医院,二乙,综合医院,
大同市第六人民医院,山西省,公立医院,二乙,专科医院,
大同市社会精神病医院,山西省,公立医院,二乙,专科医院,
河津市骨科医院创伤急救中心,山西省,公立医院,二乙,专科医院,
霍州市中医院,山西省,公立医院,二乙,专科医院,
晋中市荣复军人精神病院,山西省,公立医院,二乙,专科医院,
吉县中医医院,山西省,公立医院,二乙,专科医院,
临汾市蒲县中医院,山西省,公立医院,二乙,专科医院,
临汾市荣军康复医院,山西省,公立医院,二乙,专科医院,
陵川县中医院,山西省,公立医院,二乙,专科医院,
灵石县中医院,山西省,公立医院,二乙,专科医院,
偏关县中医院,山西省,公立医院,二乙,专科医院,
山西省运城市盐湖区中医院,山西省,公立医院,二乙,专科医院,
太原市康复医院,山西省,公立医院,二乙,专科医院,
太原市小店区中医院,山西省,公立医院,二乙,专科医院,
太原市杏花岭区中医院,山西省,公立医院,二乙,专科医院,
武乡县中医院,山西省,公立医院,二乙,专科医院,
乡宁县中医医院,山西省,公立医院,二乙,专科医院,
襄垣县中医院,山西省,公立医院,二乙,专科医院,
新绛县汾河骨科医院,山西省,公立医院,二乙,专科医院,
阳高县中医院,山西省,公立医院,二乙,专科医院,
阳曲县中医院,山西省,公立医院,二乙,专科医院,
北大医疗潞安医院,山西省,私立医院,三甲,综合医院,
山西盈康一生总医院,山西省,私立医院,三甲,综合医院,
山西省荣军精神康宁医院,山西省,私立医院,三甲,专科医院,
临汾今正元医院,山西省,私立医院,二甲,综合医院,
大同新和医院,山西省,私立医院,二甲,综合医院,
晋煤集团古书院矿医院,山西省,私立医院,二甲,综合医院,
太原华晋医院,山西省,私立医院,二甲,综合医院,
太原化学工业集团有限公司职工医院,山西省,私立医院,二甲,综合医院,
太原市太航医院,山西省,私立医院,二甲,综合医院,
万荣县人民医院,山西省,私立医院,二甲,综合医院,
原平市轩岗矿务局医院,山西省,私立医院,二甲,综合医院,
大同爱尔眼科医院,山西省,私立医院,二甲,专科医院,
山西益康脉管炎医院,山西省,私立医院,二甲,专科医院,
古交市中医院,山西省,私立医院,二甲,专科医院,
临汾明仁中西医结合眼科医院,山西省,私立医院,二甲,专科医院,
太原长城骨伤手外科医院,山西省,私立医院,二甲,专科医院,
太原长城外科医院,山西省,私立医院,二甲,专科医院,
太原侯丽萍风湿骨病中医医院,山西省,私立医院,二甲,专科医院,
保德新康医院,山西省,私立医院,二乙,综合医院,
大同康洁眼科医院,山西省,私立医院,二乙,综合医院,
稷山正身医院,山西省,私立医院,二乙,综合医院,
阳泉协和医院,山西省,私立医院,二乙,综合医院,
永济关铝医院,山西省,私立医院,二乙,综合医院,
大同朝聚安康眼科医院,山西省,私立医院,二乙,专科医院,
侯马市神经精神病医院,山西省,私立医院,二乙,专科医院,
怀仁诺贝尔医院,山西省,私立医院,未定级,综合医院,
长治云峰医院,山西省,私立医院,未定级,专科医院,
沧州市人民医院,河北省,公立医院,三甲,综合医院,
沧州市中心医院,河北省,公立医院,三甲,综合医院,
河北北方学院附属第一医院,河北省,公立医院,三甲,综合医院,
河北大学附属医院,河北省,公立医院,三甲,综合医院,
河北工程大学附属医院,河北省,公立医院,三甲,综合医院,
河北医科大学第三医院,河北省,公立医院,三甲,综合医院,
河北医科大学第一医院,河北省,公立医院,三甲,综合医院,
衡水市人民医院,河北省,公立医院,三甲,综合医院,
华北石油管理局总医院,河北省,公立医院,三甲,综合医院,
开滦总医院,河北省,公立医院,三甲,综合医院,
秦皇岛市中医院,河北省,公立医院,三甲,综合医院,
石家庄市人民医院,河北省,公立医院,三甲,综合医院,
唐山市工人医院,河北省,公立医院,三甲,综合医院,
保定市第二医院,河北省,公立医院,三甲,综合医院,
保定市第二中心医院,河北省,公立医院,三甲,综合医院,
保定市第一中心医院,河北省,公立医院,三甲,综合医院,
承德市中心医院,河北省,公立医院,三甲,综合医院,
承德医学院附属医院,河北省,公立医院,三甲,综合医院,
高新区第一人民医院,河北省,公立医院,三甲,综合医院,
哈励逊国际和平医院,河北省,公立医院,三甲,综合医院,
邯郸市第一医院,河北省,公立医院,三甲,综合医院,
邯郸市中心医院东区,河北省,公立医院,三甲,综合医院,
邯郸市中心医院西区,河北省,公立医院,三甲,综合医院,
河北省人民医院,河北省,公立医院,三甲,综合医院,
河北医科大学第二医院,河北省,公立医院,三甲,综合医院,
河北医科大学第三医院湘江院区,河北省,公立医院,三甲,综合医院,
河北医科大学第三医院友谊院区,河北省,公立医院,三甲,综合医院,
河北医科大学第四医院,河北省,公立医院,三甲,综合医院,
河北医科大学附属邢台市人民医院,河北省,公立医院,三甲,综合医院,
华北理工大学附属医院,河北省,公立医院,三甲,综合医院,
冀中能源峰峰集团邯郸医院,河北省,公立医院,三甲,综合医院,
冀中能源峰峰集团有限公司总医院,河北省,公立医院,三甲,综合医院,
冀中能源峰峰集团有限公司总医院北院区,河北省,公立医院,三甲,综合医院,
廊坊市人民医院,河北省,公立医院,三甲,综合医院,
秦皇岛市第一医院,河北省,公立医院,三甲,综合医院,
石家庄市第一医院中心医院院区,河北省,公立医院,三甲,综合医院,
唐山市人民医院,河北省,公立医院,三甲,综合医院,
武警河北总队医院,河北省,公立医院,三甲,综合医院,
张家口市第一医院,河北省,公立医院,三甲,综合医院,
中国人民解放军第二八五医院,河北省,公立医院,三甲,综合医院,
中国人民解放军联勤保障部队第九八一医院,河北省,公立医院,三甲,综合医院,
中国人民解放军联勤保障部队第九八〇医院,河北省,公立医院,三甲,综合医院,
中国人民解放军陆军第81集团军医院,河北省,公立医院,三甲,综合医院,
中国人民解放军陆军第82集团军医院,河北省,公立医院,三甲,综合医院,
中国石油中心医院,河北省,公立医院,三甲,综合医院,
涿州市医院,河北省,公立医院,三甲,综合医院,
河北省儿童医院,河北省,公立医院,三甲,专科医院,
河北省精神卫生中心,河北省,公立医院,三甲,专科医院,
河北省中医院,河北省,公立医院,三甲,专科医院,
保定市第一中医院,河北省,公立医院,三甲,专科医院,
保定市妇幼保健院,河北省,公立医院,三甲,专科医院,
沧州市人民医院医专肿瘤院区,河北省,公立医院,三甲,专科医院,
沧州市中心医院脑科医院,河北省,公立医院,三甲,专科医院,
沧州市中西医结合医院东院区,河北省,公立医院,三甲,专科医院,
沧州中西医结合医院,河北省,公立医院,三甲,专科医院,
承德市中医院,河北省,公立医院,三甲,专科医院,
邯郸市中医院,河北省,公立医院,三甲,专科医院,
河北省第六人民医院,河北省,公立医院,三甲,专科医院,
河北省眼科医院,河北省,公立医院,三甲,专科医院,
衡水市中医医院,河北省,公立医院,三甲,专科医院,
廊坊市中医院,河北省,公立医院,三甲,专科医院,
迁安市中医院,河北省,公立医院,三甲,专科医院,
秦皇岛市妇幼保健院,河北省,公立医院,三甲,专科医院,
石家庄市第一医院,河北省,公立医院,三甲,专科医院,
石家庄市妇产医院,河北省,公立医院,三甲,专科医院,
石家庄市中医院,河北省,公立医院,三甲,专科医院,
唐山市妇幼保健院,河北省,公立医院,三甲,专科医院,
唐山市中医医院,河北省,公立医院,三甲,专科医院,
文安县妇幼保健院,河北省,公立医院,三甲,专科医院,
涿州市结核病医院,河北省,公立医院,三甲,专科医院,
衡水市第四人民医院,河北省,公立医院,三乙,综合医院,
陆军军医大学士官学校附属医院,河北省,公立医院,三乙,综合医院,
中国人民解放军第二五六医院,河北省,公立医院,三乙,综合医院,
中国人民解放军联勤保障部队第九八二医院,河北省,公立医院,三乙,综合医院,
中国人民解放军四七二医院,河北省,公立医院,三乙,综合医院,
石家庄心脑血管病医院,河北省,公立医院,三乙,专科医院,
承德县医院,河北省,公立医院,二甲,综合医院,
清河县人民医院,河北省,公立医院,二甲,综合医院,
清河县中心医院,河北省,公立医院,二甲,综合医院,
青县人民医院,河北省,公立医院,二甲,综合医院,
饶阳县人民医院,河北省,公立医院,二甲,综合医院,
遵化市中医医院,河北省,公立医院,二甲,综合医院,
安国市医院,河北省,公立医院,二甲,综合医院,
安新县医院,河北省,公立医院,二甲,综合医院,
柏乡县人民医院,河北省,公立医院,二甲,综合医院,
保定高碑店医院,河北省,公立医院,二甲,综合医院,
保定市第三中心医院,河北省,公立医院,二甲,综合医院,
保定市第五医院,河北省,公立医院,二甲,综合医院,
保定市蠡县医院,河北省,公立医院,二甲,综合医院,
保定市唐县人民医院,河北省,公立医院,二甲,综合医院,
保定市雄县医院,河北省,公立医院,二甲,综合医院,
保定市徐水区人民医院,河北省,公立医院,二甲,综合医院,
霸州市第二医院,河北省,公立医院,二甲,综合医院,
北戴河医院,河北省,公立医院,二甲,综合医院,
泊头市医院,河北省,公立医院,二甲,综合医院,
沧州市沧县人民医院,河北省,公立医院,二甲,综合医院,
沧州市第十三化建医院,河北省,公立医院,二甲,综合医院,
沧州市青县第二人民医院,河北省,公立医院,二甲,综合医院,
沧州市献县人民医院,河北省,公立医院,二甲,综合医院,
昌黎县人民医院,河北省,公立医院,二甲,综合医院,
成安县人民医院,河北省,公立医院,二甲,综合医院,
承德钢铁集团有限公司总医院,河北省,公立医院,二甲,综合医院,
承德市妇幼保健院,河北省,公立医院,二甲,综合医院,
崇礼区人民医院,河北省,公立医院,二甲,综合医院,
磁县人民医院,河北省,公立医院,二甲,综合医院,
大厂回族自治县人民医院,河北省,公立医院,二甲,综合医院,
大城县医院,河北省,公立医院,二甲,综合医院,
大名县人民医院,河北省,公立医院,二甲,综合医院,
定兴县医院,河北省,公立医院,二甲,综合医院,
定州市第三医院,河北省,公立医院,二甲,综合医院,
定州市第四医院,河北省,公立医院,二甲,综合医院,
定州市中医医院,河北省,公立医院,二甲,综合医院,
定州武警部队医院,河北省,公立医院,二甲,综合医院,
丰宁满族自治县医院,河北省,公立医院,二甲,综合医院,
丰润区第二人民医院,河北省,公立医院,二甲,综合医院,
阜城县人民医院,河北省,公立医院,二甲,综合医院,
高碑店市医院,河北省,公立医院,二甲,综合医院,
高阳县医院,河北省,公立医院,二甲,综合医院,
广平县人民医院,河北省,公立医院,二甲,综合医院,
馆陶县人民医院,河北省,公立医院,二甲,综合医院,
固安县人民医院,河北省,公立医院,二甲,综合医院,
邯郸电力医院,河北省,公立医院,二甲,综合医院,
邯郸峰峰中心卫生院,河北省,公立医院,二甲,综合医院,
邯郸钢铁集团有限责任公司职工医院,河北省,公立医院,二甲,综合医院,
邯郸建工集团有限公司职工医院,河北省,公立医院,二甲,综合医院,
邯郸市第七医院,河北省,公立医院,二甲,综合医院,
邯郸市第四医院,河北省,公立医院,二甲,综合医院,
邯郸市第五医院,河北省,公立医院,二甲,综合医院,
邯郸市纺织职工总医院,河北省,公立医院,二甲,综合医院,
邯郸市肥乡区中心医院,河北省,公立医院,二甲,综合医院,
邯郸市邱县中心医院,河北省,公立医院,二甲,综合医院,
邯郸市人民医院,河北省,公立医院,二甲,综合医院,
邯郸市涉县医院,河北省,公立医院,二甲,综合医院,
邯郸市永年区第一医院,河北省,公立医院,二甲,综合医院,
邯郸县第二医院,河北省,公立医院,二甲,综合医院,
邯矿集团总医院,河北省,公立医院,二甲,综合医院,
河北北方学院附属第三医院,河北省,公立医院,二甲,综合医院,
河北大学附属医院北院,河北省,公立医院,二甲,综合医院,
河北平泉市医院,河北省,公立医院,二甲,综合医院,
河北省大城县中心医院,河北省,公立医院,二甲,综合医院,
河北省定州市第七人民医院,河北省,公立医院,二甲,综合医院,
河北省故城县医院,河北省,公立医院,二甲,综合医院,
河北省秦皇岛市海港医院,河北省,公立医院,二甲,综合医院,
河北省秦皇岛市解放军第408医院,河北省,公立医院,二甲,综合医院,
河北职工医学院唐钢教学医院,河北省,公立医院,二甲,综合医院,
河间市人民医院,河北省,公立医院,二甲,综合医院,
衡水市第六人民医院,河北省,公立医院,二甲,综合医院,
衡水市景县人民医院,河北省,公立医院,二甲,综合医院,
衡水市路北医院,河北省,公立医院,二甲,综合医院,
华北煤炭医学院附属医院分院,河北省,公立医院,二甲,综合医院,
华北煤炭医学院附属医院路南分院,河北省,公立医院,二甲,综合医院,
华北石油第三综合服务处医院,河北省,公立医院,二甲,综合医院,
华北石油二部医院,河北省,公立医院,二甲,综合医院,
华北石油管理局井下作业公司医院,河北省,公立医院,二甲,综合医院,
华北石油廊坊矿区第一医院,河北省,公立医院,二甲,综合医院,
华北油田总医院霸州矿区医院,河北省,公立医院,二甲,综合医院,
华北制药厂职工医院,河北省,公立医院,二甲,综合医院,
怀来县人民医院,河北省,公立医院,二甲,综合医院,
黄骅市人民医院,河北省,公立医院,二甲,综合医院,
井陉县医院,河北省,公立医院,二甲,综合医院,
晋州市人民医院,河北省,公立医院,二甲,综合医院,
鸡泽县医院,河北省,公立医院,二甲,综合医院,
冀中能源井矿集团总医院,河北省,公立医院,二甲,综合医院,
巨鹿县医院,河北省,公立医院,二甲,综合医院,
开滦集团有限责任公司林西矿医院,河北省,公立医院,二甲,综合医院,
开滦集团有限责任公司吕家坨医院,河北省,公立医院,二甲,综合医院,
开滦集团有限责任公司马家沟矿职工医院,河北省,公立医院,二甲,综合医院,
开滦集团有限责任公司钱家营矿分公司医院,河北省,公立医院,二甲,综合医院,
开滦集团有限责任公司唐家庄矿医院,河北省,公立医院,二甲,综合医院,
开滦总医院范各庄医院,河北省,公立医院,二甲,综合医院,
开滦总医院唐家庄矿职工医院,河北省,公立医院,二甲,综合医院,
开滦总医院赵各庄医院,河北省,公立医院,二甲,综合医院,
康保县人民医院,河北省,公立医院,二甲,综合医院,
宽城满族自治县医院,河北省,公立医院,二甲,综合医院,
涞水县医院,河北省,公立医院,二甲,综合医院,
涞源县医院,河北省,公立医院,二甲,综合医院,
廊坊市建安医院,河北省,公立医院,二甲,综合医院,
廊坊武警学院医院,河北省,公立医院,二甲,综合医院,
乐亭县医院,河北省,公立医院,二甲,综合医院,
临城县人民医院,河北省,公立医院,二甲,综合医院,
灵寿县医院,河北省,公立医院,二甲,综合医院,
临西县人民医院,河北省,公立医院,二甲,综合医院,
临漳县医院,河北省,公立医院,二甲,综合医院,
隆化县医院,河北省,公立医院,二甲,综合医院,
隆尧县医院,河北省,公立医院,二甲,综合医院,
滦南县医院,河北省,公立医院,二甲,综合医院,
滦南县中医院,河北省,公立医院,二甲,综合医院,
滦平县医院,河北省,公立医院,二甲,综合医院,
滦州市人民医院,河北省,公立医院,二甲,综合医院,
卢龙县医院,河北省,公立医院,二甲,综合医院,
鹿泉市第二医院,河北省,公立医院,二甲,综合医院,
鹿泉市人民医院,河北省,公立医院,二甲,综合医院,
满城区人民医院,河北省,公立医院,二甲,综合医院,
孟村回族自治县医院,河北省,公立医院,二甲,综合医院,
南宫市人民医院,河北省,公立医院,二甲,综合医院,
南和县医院,河北省,公立医院,二甲,综合医院,
南皮县人民医院,河北省,公立医院,二甲,综合医院,
内丘县人民医院,河北省,公立医院,二甲,综合医院,
宁晋第二医院,河北省,公立医院,二甲,综合医院,
宁晋县第五医院,河北省,公立医院,二甲,综合医院,
宁晋县医院,河北省,公立医院,二甲,综合医院,
平乡县医院,河北省,公立医院,二甲,综合医院,
迁安市人民医院,河北省,公立医院,二甲,综合医院,
迁西县人民医院,河北省,公立医院,二甲,综合医院,
青龙满族自治县医院,河北省,公立医院,二甲,综合医院,
秦皇岛港口医院,河北省,公立医院,二甲,综合医院,
秦皇岛军工医院,河北省,公立医院,二甲,综合医院,
秦皇岛市第九医院,河北省,公立医院,二甲,综合医院,
秦皇岛市抚宁区人民医院,河北省,公立医院,二甲,综合医院,
秦皇岛市工人医院,河北省,公立医院,二甲,综合医院,
秦皇岛市海港医院,河北省,公立医院,二甲,综合医院,
秦皇岛市山海关区创伤外科中心,河北省,公立医院,二甲,综合医院,
秦皇岛耀华玻璃集团公司医院,河北省,公立医院,二甲,综合医院,
曲阳县第二中心医院,河北省,公立医院,二甲,综合医院,
曲阳县人民医院,河北省,公立医院,二甲,综合医院,
曲周县医院,河北省,公立医院,二甲,综合医院,
任丘市人民医院,河北省,公立医院,二甲,综合医院,
容城县人民医院,河北省,公立医院,二甲,综合医院,
三河市燕郊人民医院,河北省,公立医院,二甲,综合医院,
三河市医院,河北省,公立医院,二甲,综合医院,
沙河市人民医院,河北省,公立医院,二甲,综合医院,
尚义县医院,河北省,公立医院,二甲,综合医院,
深泽县医院,河北省,公立医院,二甲,综合医院,
深州市医院,河北省,公立医院,二甲,综合医院,
十八局医院,河北省,公立医院,二甲,综合医院,
石家庄市第二医院,河北省,公立医院,二甲,综合医院,
石家庄市第三棉纺织厂职工医院,河北省,公立医院,二甲,综合医院,
石家庄市藁城区廉州医院,河北省,公立医院,二甲,综合医院,
石家庄市藁城区人民医院,河北省,公立医院,二甲,综合医院,
石家庄市井陉矿区医院,河北省,公立医院,二甲,综合医院,
石家庄市栾城人民医院,河北省,公立医院,二甲,综合医院,
石家庄市桥西区医院,河北省,公立医院,二甲,综合医院,
石家庄市赵县妇幼保健院,河北省,公立医院,二甲,综合医院,
石家庄友谊医院,河北省,公立医院,二甲,综合医院,
石油物探局职工中心医院,河北省,公立医院,二甲,综合医院,
首钢矿山医院,河北省,公立医院,二甲,综合医院,
顺平县医院,河北省,公立医院,二甲,综合医院,
唐海县医院,河北省,公立医院,二甲,综合医院,
唐山二十二冶医院,河北省,公立医院,二甲,综合医院,
唐山钢铁集团有限公司医院,河北省,公立医院,二甲,综合医院,
唐山机车车辆厂医院,河北省,公立医院,二甲,综合医院,
唐山三友集团有限公司职工医院,河北省,公立医院,二甲,综合医院,
唐山市第九医院,河北省,公立医院,二甲,综合医院,
唐山市第三医院,河北省,公立医院,二甲,综合医院,
唐山市丰润区人民医院,河北省,公立医院,二甲,综合医院,
唐山市工人医院集团第一医院,河北省,公立医院,二甲,综合医院,
唐山市古冶区医院,河北省,公立医院,二甲,综合医院,
唐山市开平区医院,河北省,公立医院,二甲,综合医院,
唐山市滦县人民医院,河北省,公立医院,二甲,综合医院,
唐山市新区医院,河北省,公立医院,二甲,综合医院,
唐山铁路中心医院,河北省,公立医院,二甲,综合医院,
铜城人民医院,河北省,公立医院,二甲,综合医院,
望都县医院,河北省,公立医院,二甲,综合医院,
围场县医院,河北省,公立医院,二甲,综合医院,
魏县人民医院,河北省,公立医院,二甲,综合医院,
文安县医院,河北省,公立医院,二甲,综合医院,
武安市第一人民医院,河北省,公立医院,二甲,综合医院,
武警8640部队医院,河北省,公立医院,二甲,综合医院,
无极县医院,河北省,公立医院,二甲,综合医院,
五矿邯邢职工总医院,河北省,公立医院,二甲,综合医院,
武强县医院,河北省,公立医院,二甲,综合医院,
吴桥县第二医院,河北省,公立医院,二甲,综合医院,
吴桥县人民医院,河北省,公立医院,二甲,综合医院,
兴隆县人民医院,河北省,公立医院,二甲,综合医院,
邢台市桥东区医院,河北省,公立医院,二甲,综合医院,
邢台市任县医院,河北省,公立医院,二甲,综合医院,
邢台市威县人民医院,河北省,公立医院,二甲,综合医院,
邢台县医院,河北省,公立医院,二甲,综合医院,
邢台医专第一附属医院,河北省,公立医院,二甲,综合医院,
行唐县人民医院,河北省,公立医院,二甲,综合医院,
新河县人民医院,河北省,公立医院,二甲,综合医院,
辛集市第二医院,河北省,公立医院,二甲,综合医院,
辛集市第一医院,河北省,公立医院,二甲,综合医院,
新乐市医院,河北省,公立医院,二甲,综合医院,
新兴铸管集团有限责任公司医院,河北省,公立医院,二甲,综合医院,
新兴铸管职工医院,河北省,公立医院,二甲,综合医院,
唐山市古冶区中医医院,河北省,公立医院,二甲,专科医院,
安国市中医院,河北省,公立医院,二甲,专科医院,
保定恒兴中西医结合医院,河北省,公立医院,二甲,专科医院,
保定市儿童医院,河北省,公立医院,二甲,专科医院,
保定市蠡县中医医院,河北省,公立医院,二甲,专科医院,
保定市清苑区妇幼保健院,河北省,公立医院,二甲,专科医院,
保定市唐县中医院,河北省,公立医院,二甲,专科医院,
保定市徐水区妇幼保健院,河北省,公立医院,二甲,专科医院,
保定市徐水区中医医院,河北省,公立医院,二甲,专科医院,
保定市中医院,河北省,公立医院,二甲,专科医院,
霸州市中医院,河北省,公立医院,二甲,专科医院,
北京军区北戴河疗养院,河北省,公立医院,二甲,专科医院,
泊头市中医医院,河北省,公立医院,二甲,专科医院,
沧州市传染病医院,河北省,公立医院,二甲,专科医院,
沧州市献县中医院,河北省,公立医院,二甲,专科医院,
沧州眼科医院,河北省,公立医院,二甲,专科医院,
昌黎县中医院,河北省,公立医院,二甲,专科医院,
成安县中医院,河北省,公立医院,二甲,专科医院,
承德市精神康复中心,河北省,公立医院,二甲,专科医院,
承德县中医院,河北省,公立医院,二甲,专科医院,
大城县中医院,河北省,公立医院,二甲,专科医院,
大名县妇幼保健院,河北省,公立医院,二甲,专科医院,
大名县中医医院,河北省,公立医院,二甲,专科医院,
定州市妇幼保健院,河北省,公立医院,二甲,专科医院,
东光县中医医院,河北省,公立医院,二甲,专科医院,
丰宁县中医院,河北省,公立医院,二甲,专科医院,
抚宁县中医院,河北省,公立医院,二甲,专科医院,
高阳县中医院,河北省,公立医院,二甲,专科医院,
高邑县中医院,河北省,公立医院,二甲,专科医院,
馆陶县中医院,河北省,公立医院,二甲,专科医院,
邯郸市磁县妇幼保健院,河北省,公立医院,二甲,专科医院,
邯郸市磁县中医院,河北省,公立医院,二甲,专科医院,
邯郸市第六医院,河北省,公立医院,二甲,专科医院,
邯郸市邱县中医院,河北省,公立医院,二甲,专科医院,
邯郸市涉县中医院,河北省,公立医院,二甲,专科医院,
邯郸市魏县中医院,河北省,公立医院,二甲,专科医院,
邯郸市眼科医院,河北省,公立医院,二甲,专科医院,
邯郸市永年区中医院,河北省,公立医院,二甲,专科医院,
邯钢烧伤治疗中心,河北省,公立医院,二甲,专科医院,
河北省大厂县中医院,河北省,公立医院,二甲,专科医院,
河北省老年病医院,河北省,公立医院,二甲,专科医院,
衡水市第三人民医院,河北省,公立医院,二甲,专科医院,
衡水市桃城区妇幼保健院,河北省,公立医院,二甲,专科医院,
怀来县中医院,河北省,公立医院,二甲,专科医院,
黄骅市中医医院,河北省,公立医院,二甲,专科医院,
井陉县中医院,河北省,公立医院,二甲,专科医院,
晋州市中医院,河北省,公立医院,二甲,专科医院,
